relative_path	type	size_bytes	sha256_or_link	classification	evidence	fix_branch	archive_branch	fix_ignore_allowed
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_003.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	346c81063e5f2aeff9c84396123816576c3cb5c001f98d31a2cf0ffab3731151	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_004.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	0ec8d0b41ec920a6b88d653fea425854f57311775c1eb85da963fe2f946475d6	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_005.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	272624fb99d4e9b0740739164c254546ae2d550be7beef587b1aaa79a28a2ae0	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_006.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	967	56abd87c30c4a9f3787494e69be3d3c14731dc84072239e9996e107d3d71cb78	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_007.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	049ed723787efc505b7f0a348bc6ee2fe200bff945c7aa81378fdb91713a78fa	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_008.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	967	b280d1f4df5a6c84070ecc67ecaeb4b75e4fce6ae1ba90fbc4e5e381209ca605	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_009.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	063380887ada86a8315ab37d6fadecb9a0e8adf72a273e7130a4c34f989a31a3	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_010.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	e9ea51306ce1949ab3163eea795864020bd156da6ddcd615169194e8ec9c404c	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_011.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	fa4f3694bee92d68ec9af80ad53407f94cce17100b3c57524df0332bc0892199	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_012.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	967	bfc0862d543d16d25fd3e6337a1cc8dc651ebd72de69acb9425eeacd2f3101d6	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_013.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	967	27aa8f87d8a165a241e4e23f86ba464ac996f59cddde660cdb125af2344bd96d	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_014.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	8f9039ba64cafb7a4087376c3a8de588402d5b9bf43ab55ebb1e1149c66fe63d	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_015.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	969	423b5297c21768ee89926cea4e20a70434f4545c3b8810cd4153caf079fa6e12	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_016.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	0445bb34e583ab4c840b38df66ec7380aab9b905284ad2946746ad6069eb134f	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_017.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	2ee1febf6035ea63b3a9390919bed78776a3e3aafdf38afdedad9c4faa9702c6	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_018.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	8434b069c3f291556003aac482552b19b250d61e6ea2ec950bb15037309a50ca	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_019.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	774e25552a7dfbd0dba238ca65cf6dae0342b0be9bf554d1dcf9bfc2b681a921	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_020.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	6f5d129cc6b5d64f9c89b0fbce73a9b81806d829b52a5282e68c86f3205ab1d2	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_021.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	0112b9044e645845610861a0501feb7d8a8ddcc5814062ad942816d5cad94490	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_022.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	7d3236386de329648f442edd0b6f0fba89497539b7e8218ebaee391e086486b6	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_023.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	9383ada2ca3696b8aa2696d5c34327924924a7a37b7ef1951eac5b87638904a9	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_024.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	741cb339a2e205c84b74905f394e12e2c87f6d9ee9bc1ef002c00c8cd6c61a78	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_025.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	05cbb411c8b7135d18ceef90d011d69bc9ccbbb269b42a4deb14ab2f6cabd44c	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_026.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	b2f3e7de93f9b62b29c91aee8b5cfd42ec140bf50bdaaccb1937d5f94a3e73c6	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_027.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	967	49cc6964b9c07efcc4f3bb7def08a1fb30c6393189bc39990301d8ca29bb062e	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_028.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	1e4d5a1c4d4a3a3a74ea2abe726f607b06eb5ad5be22bf4b7e781cb64cdbba78	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_029.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	0c56aaadbb8308ed5c53046445e76b81c03d3dc73a248956b1fe076682f75771	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_030.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	0809d6f1110cff71d83ebaece1d16e7a32b90230d0e5baa817bb4d989bea1225	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_031.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	c1c67cb3d6f6c76214f9250af409da249414d966455167b09a02b8fea7d41b72	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_032.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	967	56df88ed9ae1b2ef429fe48345edcb9fc9b4d6a00dfc2b3d28fcde1c6ab878c0	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_033.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	4a77d2fe961bead7aa9fb60c91860fe7e6dfcecea3a909900f426cff11490a03	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_034.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	8d31632c02f00dd7294063fbd1ac506f9e6eea0db00934f9b7fc6bee8c6a047f	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_035.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	967	9d83fed11ef234989af04ff9f2d6e97e1aaa20415c11ac0d3f3243f5e870f89c	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_036.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	430464ff012b9f2dce7ce78c0a347d317af81cb60069fe0b0846bed6d9bc0a53	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_037.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	41ba3bc903e2e367acb0b7633ea6ce745acd8987e2e8bee5880a33fb54b9f821	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_038.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	fcfb3f1733f345813843005184e62b96933ed357ef53605f8a0cd8187cb76a5e	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_039.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	968	26d86fd908976975b7e93586d12b24f5c356279aa1e496ec76a9b13adb161da6	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/normalized_mask/place_1_040.png	PNG image data, 128 x 128, 8-bit grayscale, non-interlaced 	967	0c1d3d591aa5263c026a18bb47f6eced240c69eaa594f75381b37587967e1424	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/offline_regression.json	JSON data 	9540	57db360aa8c8aa5a865ef313bc64f5e61e730be11262b6b43ef219324e7889cd	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_001.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	587270	ae8cac4aa7bc478ffb4ce90239e7f8d69ec35a8f1e5a42b8039d5246acf636f0	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_002.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	585543	4d65ffb477f9436a531fcaff45151ea3f942f37202fbf5d9a543c4e53cea30d6	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_003.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	585849	f283ab29a146996f644448dc0eb50be5677a1396c75b9c9844af57a5e1e74f7d	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_004.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586434	0646abd400dbbd5759dcb6fc65e7aa39005cb703e532b0ee3e5533f8cfafb035	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_005.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586886	bc36c6b3a93dd3888c61f9435d37f0e8a7368be0b80aa2a6038e10f5aca19c8e	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_006.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586264	0aaf3678926a61e0869f71d25f985e53fbdd47006dc622bd5c1e1cf498c52b59	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_007.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586398	f8cf547d83d25034f46135ae0a0d0288e443c332ca3a985f0c42c4f9237715f6	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_008.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586600	c4020a844fb3003536adfef44f281b986cdd36b77759c80f3334f13e03187d94	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_009.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586152	f40b0d3b2156fa68ed75948ec2f27fe564d2d6278d8c7ea2d224965aad225153	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_010.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	587031	58fb9cd2cf238fed4a3f8c1624b0744935c9e1bdf6dfe1cda283c42fe692c2eb	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_011.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	587251	6dbd822dc17ef49d70264f1c0a2fdd701b59b280a20daeded280da6d4779114d	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_012.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586599	14b22fe556374dbf3c2707e8fb519f9b7f97da280f70b144c4f84ae8fb2ea182	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_013.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	587191	e3c56cd5d9871b593b041ad8f7d1c902626bda04722a05dd678ae04f397e8e18	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_014.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	587312	9cb4131679addf24ed781f49cc26bfe9cb5200855eda3c5c4f898b6e91e3e07f	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_015.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586643	c6d2908e514797764f28d6aa489e61f2a5cd4939e3e0dc4354bd551bccc48c1f	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_016.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586972	5a255370cfc65057c1534eadaf049e06092b167da209429b4050728339719ab8	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_017.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	587442	d5bd92c245167193429ec5d52933a101e7ace43adba0c54ad6a0967524080c30	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_018.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586889	3686e96d76145b03a7cbddf81444dcf7f1eeb44b051d099988a0a084ccdf525b	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_019.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	587150	855c1f1edf0129f33a913a1ba00e371fb8a10bcf7d96ae27727151cdca61c788	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_020.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586420	bfabc21a3d86e339da32054b00be42be1593515c59c9241723f4f985c274748f	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_021.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586417	2ca4e2e328d10dd334feebf2df071804fab97a0d1f8bb5cd801f23e644051aad	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_022.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586851	ac88cac54ace255e0660b9408e312bc28c4606f584e4ed85bff1febac793677d	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_023.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586591	0c1096d4e11dea28be388e5e7e2d08c19cefe3b88dcdb56f820164c026f5c174	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_024.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	587576	abd929c443661a886a2bf880f561e0957cf0290816f73c64d5ca129e95dd7144	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_025.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	587234	05cb87c779088a3876929584db4fdcee6a3ba27d1e28d8bec4f58b91e74341f9	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_026.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586414	e76b11b29507d1e8c9e23e4016752836c6e1ae7629ef9db96f568309bc1db6af	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_027.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586610	1da2bfd53d864c5177761037823bf6d3cce8ea1605b37771af622f725e41b59e	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_028.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586769	62d4313ae5496bd140ed1ed9188bffe0f3c6eb3e1ff608e14624720894edd477	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_029.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586388	03036e369fea1f28d58de0918ee686072639e92ff801b3092c9fa6a11bd4a2ef	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_030.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586964	81b056a7b085c83fe0e30e6c532b79bf52dea03a2549c1e6e1546298a515aad6	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_031.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586637	866de0fa409efa80604b1cec9b1f4ad4f51c2964a5e2dd35c4606ca8ccf5c0aa	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_032.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586235	12d2cbd1f0795a5a3c4ecfe94048fb8bb0ab53c999f52664a20dc99abde6dc7a	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_033.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586981	0cb137487cea0e00631bd4fdb660648ff1826e55a1338ce1fb5bfabd3403a47d	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_034.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	586109	65b62805391083e05f5c3edeb1df2f9fd4932e6591536dc07e8bd74d5ab72e4e	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_035.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	587507	534301e7f6afb59a13b78510ee966dc4d26a1ea70e63d20b5f9547582d3c3d89	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_036.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	587514	afef87c9af3140de1733a73d21af8180c86185b733e50bbed7549d941d7c0355	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_037.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	585902	3b63c113ad958100d8289527423f38e2c41b62e7f1eb40eff9b63131327c6614	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_038.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	585629	a53cb9b7aa62de2c662a89b722536edb268dbb87234bef62697a9b24836f5e2c	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_039.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	587447	6cf1a282a6065a720b638c4ac8ded78ed8d53cd3d7dfc92ca802dbe745fe1648	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/original/place_1_040.png	PNG image data, 960 x 540, 8-bit/color RGB, non-interlaced 	587060	4a1117a5415459ce9f5c7be28f8ab4b204d56c3a7cbf61e8229e9d7423ea174d	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/red_ring_roi/place_1_001.png	PNG image data, 294 x 294, 8-bit/color RGB, non-interlaced 	97800	202ad8e926ee722dcc7f4109f600933c0a9112932cab8a4fa26d98dcb3182be5	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/red_ring_roi/place_1_002.png	PNG image data, 294 x 294, 8-bit/color RGB, non-interlaced 	97574	483e6192b79cc9d14c67027e31efb2e87c0adafcaaa3f421e50186b41fa63398	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/red_ring_roi/place_1_003.png	PNG image data, 294 x 294, 8-bit/color RGB, non-interlaced 	97508	fc73143f1e34210dc429c45f3ad1da69cb14115c0de1d8778808886651c088b4	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/red_ring_roi/place_1_004.png	PNG image data, 294 x 294, 8-bit/color RGB, non-interlaced 	97849	4ac225826d7bf4b16f05273ab0706bf0d0a283e8aa473ca93b9a29549cd26b74	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/red_ring_roi/place_1_005.png	PNG image data, 294 x 294, 8-bit/color RGB, non-interlaced 	97953	f48e3c027b4f2d01cea56bc18407b0642bb159547c348e0747f0f3ce85523635	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
artifacts/field_validation/stage5_place_1_20260803_183751/red_ring_roi/place_1_006.png	PNG image data, 294 x 294, 8-bit/color RGB, non-interlaced 	97804	4c9295ab4cdc03fad273dd8a9a326124810f1bfbe4992696bd03b80be5cb0f8c	E	现场验证图片或JSON结果；无tracked固定路径引用	no	yes	yes
